"Soort bromfiets";"Perioden";"Regio's";"Voertuigen met bromfietskenteken (aantal)";"Voertuigen per 1000 inwoners (aantal)"
"Bromfiets";"2010";"Arnhem";"3784";"26"
"Bromfiets";"2011";"Arnhem";"3944";"27"
"Bromfiets";"2012";"Arnhem";"3876";"26"
"Bromfiets";"2013";"Arnhem";"3736";"25"
"Bromfiets";"2014";"Arnhem";"3568";"24"
"Bromfiets";"2015";"Arnhem";"3403";"22"
"Bromfiets";"2016";"Arnhem";"3285";"21"
"Bromfiets";"2017";"Arnhem";"3157";"20"
"Bromfiets";"2007";"Assen";"932";"14"
"Bromfiets";"2008";"Assen";"997";"15"
"Bromfiets";"2009";"Assen";"1115";"17"
"Bromfiets";"2010";"Assen";"1193";"18"
"Bromfiets";"2011";"Assen";"1290";"19"
"Bromfiets";"2012";"Assen";"1342";"20"
"Bromfiets";"2013";"Assen";"1359";"20"
"Bromfiets";"2014";"Assen";"1313";"20"
"Bromfiets";"2015";"Assen";"1339";"20"
"Bromfiets";"2016";"Assen";"1326";"20"
"Bromfiets";"2017";"Assen";"1387";"21"
"Bromfiets";"2007";"Asten";"356";"22"
"Bromfiets";"2008";"Asten";"353";"22"
"Bromfiets";"2009";"Asten";"379";"23"
"Bromfiets";"2010";"Asten";"406";"25"
"Bromfiets";"2011";"Asten";"427";"26"
"Bromfiets";"2012";"Asten";"430";"26"
"Bromfiets";"2013";"Asten";"450";"27"
"Bromfiets";"2014";"Asten";"437";"27"
"Bromfiets";"2015";"Asten";"408";"25"
"Bromfiets";"2016";"Asten";"406";"24"
"Bromfiets";"2017";"Asten";"406";"24"
"Bromfiets";"2007";"Baarle-Nassau";"140";"21"
"Bromfiets";"2008";"Baarle-Nassau";"161";"24"
"Bromfiets";"2009";"Baarle-Nassau";"169";"25"
"Bromfiets";"2010";"Baarle-Nassau";"200";"30"
"Bromfiets";"2011";"Baarle-Nassau";"206";"31"
"Bromfiets";"2012";"Baarle-Nassau";"203";"30"
"Bromfiets";"2013";"Baarle-Nassau";"181";"27"
"Bromfiets";"2014";"Baarle-Nassau";"177";"27"
"Bromfiets";"2015";"Baarle-Nassau";"174";"26"
"Bromfiets";"2016";"Baarle-Nassau";"173";"26"
"Bromfiets";"2017";"Baarle-Nassau";"185";"28"
"Bromfiets";"2007";"Baarn";"575";"24"
"Bromfiets";"2008";"Baarn";"613";"25"
"Bromfiets";"2009";"Baarn";"641";"26"
"Bromfiets";"2010";"Baarn";"693";"28"
"Bromfiets";"2011";"Baarn";"728";"30"
"Bromfiets";"2012";"Baarn";"718";"29"
"Bromfiets";"2013";"Baarn";"701";"29"
"Bromfiets";"2014";"Baarn";"710";"29"
"Bromfiets";"2015";"Baarn";"720";"30"
"Bromfiets";"2016";"Baarn";"704";"29"
"Bromfiets";"2017";"Baarn";"702";"29"
"Bromfiets";"2007";"Barendrecht";"829";"19"
"Bromfiets";"2008";"Barendrecht";"1012";"23"
"Bromfiets";"2009";"Barendrecht";"1164";"25"
"Bromfiets";"2010";"Barendrecht";"1321";"28"
"Bromfiets";"2011";"Barendrecht";"1433";"31"
"Bromfiets";"2012";"Barendrecht";"1484";"32"
"Bromfiets";"2013";"Barendrecht";"1464";"31"
"Bromfiets";"2014";"Barendrecht";"1413";"30"
"Bromfiets";"2015";"Barendrecht";"1390";"29"
"Bromfiets";"2016";"Barendrecht";"1358";"28"
"Bromfiets";"2017";"Barendrecht";"1445";"30"
"Bromfiets";"2007";"Barneveld";"1368";"27"
"Bromfiets";"2008";"Barneveld";"1513";"29"
"Bromfiets";"2009";"Barneveld";"1631";"31"
"Bromfiets";"2010";"Barneveld";"1658";"32"
"Bromfiets";"2011";"Barneveld";"1668";"31"
"Bromfiets";"2012";"Barneveld";"1631";"30"
"Bromfiets";"2013";"Barneveld";"1589";"30"
"Bromfiets";"2014";"Barneveld";"1534";"28"
"Bromfiets";"2015";"Barneveld";"1531";"28"
"Bromfiets";"2016";"Barneveld";"1527";"28"
"Bromfiets";"2017";"Barneveld";"1482";"26"
"Bromfiets";"2007";"Bedum";"208";"20"
"Bromfiets";"2008";"Bedum";"228";"22"
"Bromfiets";"2009";"Bedum";"262";"25"
"Bromfiets";"2010";"Bedum";"281";"27"
"Bromfiets";"2011";"Bedum";"274";"26"
"Bromfiets";"2012";"Bedum";"287";"27"
"Bromfiets";"2013";"Bedum";"271";"26"
"Bromfiets";"2014";"Bedum";"265";"25"
"Bromfiets";"2015";"Bedum";"249";"24"
"Bromfiets";"2016";"Bedum";"248";"24"
"Bromfiets";"2017";"Bedum";"235";"22"
"Bromfiets";"2007";"Beek (L.)";"439";"26"
"Bromfiets";"2008";"Beek (L.)";"450";"27"
"Bromfiets";"2009";"Beek (L.)";"448";"27"
"Bromfiets";"2010";"Beek (L.)";"501";"30"
"Bromfiets";"2011";"Beek (L.)";"504";"30"
"Bromfiets";"2012";"Beek (L.)";"489";"30"
"Bromfiets";"2013";"Beek (L.)";"501";"31"
"Bromfiets";"2014";"Beek (L.)";"469";"29"
"Bromfiets";"2015";"Beek (L.)";"473";"29"
"Bromfiets";"2016";"Beek (L.)";"457";"28"
"Bromfiets";"2017";"Beek (L.)";"484";"30"
"Bromfiets";"2007";"Beemster";"336";"40"
"Bromfiets";"2008";"Beemster";"366";"43"
"Bromfiets";"2009";"Beemster";"425";"50"
"Bromfiets";"2010";"Beemster";"479";"56"
"Bromfiets";"2011";"Beemster";"491";"57"
"Bromfiets";"2012";"Beemster";"499";"57"
"Bromfiets";"2013";"Beemster";"469";"53"
"Bromfiets";"2014";"Beemster";"472";"53"
"Bromfiets";"2015";"Beemster";"474";"53"
"Bromfiets";"2016";"Beemster";"467";"52"
"Bromfiets";"2017";"Beemster";"473";"51"
"Bromfiets";"2007";"Beesel";"302";"22"
"Bromfiets";"2008";"Beesel";"307";"23"
"Bromfiets";"2009";"Beesel";"315";"23"
"Bromfiets";"2010";"Beesel";"347";"25"
"Bromfiets";"2011";"Beesel";"353";"25"
"Bromfiets";"2012";"Beesel";"373";"27"
"Bromfiets";"2013";"Beesel";"353";"26"
"Bromfiets";"2014";"Beesel";"338";"25"
"Bromfiets";"2015";"Beesel";"344";"25"
"Bromfiets";"2016";"Beesel";"336";"25"
"Bromfiets";"2017";"Beesel";"333";"25"
"Bromfiets";"2007";"Bellingwedde";"347";"36"
"Bromfiets";"2008";"Bellingwedde";"345";"36"
"Bromfiets";"2009";"Bellingwedde";"353";"38"
"Bromfiets";"2010";"Bellingwedde";"353";"38"
"Bromfiets";"2011";"Bellingwedde";"362";"39"
"Bromfiets";"2012";"Bellingwedde";"349";"38"
"Bromfiets";"2013";"Bellingwedde";"367";"41"
"Bromfiets";"2014";"Bellingwedde";"356";"40"
"Bromfiets";"2015";"Bellingwedde";"355";"39"
"Bromfiets";"2016";"Bellingwedde";"367";"41"
"Bromfiets";"2017";"Bellingwedde";"339";"38"
"Bromfiets";"2007";"Bennebroek";"111";"22"
"Bromfiets";"2008";"Bennebroek";"125";"25"
"Bromfiets";"2009";"Bennebroek";"";""
"Bromfiets";"2010";"Bennebroek";"";""
"Bromfiets";"2011";"Bennebroek";"";""
"Bromfiets";"2012";"Bennebroek";"";""
"Bromfiets";"2013";"Bennebroek";"";""
"Bromfiets";"2014";"Bennebroek";"";""
"Bromfiets";"2015";"Bennebroek";"";""
"Bromfiets";"2016";"Bennebroek";"";""
"Bromfiets";"2017";"Bennebroek";"";""
"Bromfiets";"2007";"Berg en Dal";"";""
"Bromfiets";"2008";"Berg en Dal";"";""
"Bromfiets";"2009";"Berg en Dal";"";""
"Bromfiets";"2010";"Berg en Dal";"";""
"Bromfiets";"2011";"Berg en Dal";"";""
"Bromfiets";"2012";"Berg en Dal";"";""
"Bromfiets";"2013";"Berg en Dal";"";""
"Bromfiets";"2014";"Berg en Dal";"";""
"Bromfiets";"2015";"Berg en Dal";"";""
"Bromfiets";"2016";"Berg en Dal";"1309";"38"
"Bromfiets";"2017";"Berg en Dal";"1456";"42"
"Bromfiets";"2007";"Bergambacht";"266";"28"
"Bromfiets";"2008";"Bergambacht";"256";"27"
"Bromfiets";"2009";"Bergambacht";"278";"29"
"Bromfiets";"2010";"Bergambacht";"290";"30"
"Bromfiets";"2011";"Bergambacht";"300";"31"
"Bromfiets";"2012";"Bergambacht";"305";"31"
"Bromfiets";"2013";"Bergambacht";"291";"29"
"Bromfiets";"2014";"Bergambacht";"315";"32"
"Bromfiets";"2015";"Bergambacht";"";""
"Bromfiets";"2016";"Bergambacht";"";""
"Bromfiets";"2017";"Bergambacht";"";""
"Bromfiets";"2007";"Bergeijk";"788";"44"
"Bromfiets";"2008";"Bergeijk";"831";"46"
"Bromfiets";"2009";"Bergeijk";"866";"48"
"Bromfiets";"2010";"Bergeijk";"890";"49"
"Bromfiets";"2011";"Bergeijk";"890";"49"
"Bromfiets";"2012";"Bergeijk";"863";"48"
"Bromfiets";"2013";"Bergeijk";"845";"46"
"Bromfiets";"2014";"Bergeijk";"846";"46"
"Bromfiets";"2015";"Bergeijk";"788";"43"
"Bromfiets";"2016";"Bergeijk";"800";"44"
"Bromfiets";"2017";"Bergeijk";"751";"41"
"Bromfiets";"2007";"Bergen (L.)";"565";"42"
"Bromfiets";"2008";"Bergen (L.)";"597";"44"
"Bromfiets";"2009";"Bergen (L.)";"622";"46"
"Bromfiets";"2010";"Bergen (L.)";"634";"47"
"Bromfiets";"2011";"Bergen (L.)";"646";"48"
"Bromfiets";"2012";"Bergen (L.)";"623";"47"
"Bromfiets";"2013";"Bergen (L.)";"596";"45"
"Bromfiets";"2014";"Bergen (L.)";"567";"43"
"Bromfiets";"2015";"Bergen (L.)";"556";"42"
"Bromfiets";"2016";"Bergen (L.)";"542";"41"
"Bromfiets";"2017";"Bergen (L.)";"526";"40"
"Bromfiets";"2007";"Bergen (NH.)";"931";"30"
"Bromfiets";"2008";"Bergen (NH.)";"1026";"33"
"Bromfiets";"2009";"Bergen (NH.)";"1100";"35"
"Bromfiets";"2010";"Bergen (NH.)";"1155";"37"
"Bromfiets";"2011";"Bergen (NH.)";"1185";"38"
"Bromfiets";"2012";"Bergen (NH.)";"1108";"36"
"Bromfiets";"2013";"Bergen (NH.)";"1090";"36"
"Bromfiets";"2014";"Bergen (NH.)";"1084";"36"
"Bromfiets";"2015";"Bergen (NH.)";"1049";"35"
"Bromfiets";"2016";"Bergen (NH.)";"1055";"35"
"Bromfiets";"2017";"Bergen (NH.)";"1081";"36"
"Bromfiets";"2007";"Bergen op Zoom";"1391";"21"
"Bromfiets";"2008";"Bergen op Zoom";"1405";"22"
"Bromfiets";"2009";"Bergen op Zoom";"1563";"24"
"Bromfiets";"2010";"Bergen op Zoom";"1664";"25"
"Bromfiets";"2011";"Bergen op Zoom";"1634";"25"
"Bromfiets";"2012";"Bergen op Zoom";"1543";"23"
"Bromfiets";"2013";"Bergen op Zoom";"1493";"23"
"Bromfiets";"2014";"Bergen op Zoom";"1438";"22"
"Bromfiets";"2015";"Bergen op Zoom";"1368";"21"
"Bromfiets";"2016";"Bergen op Zoom";"1316";"20"
"Bromfiets";"2017";"Bergen op Zoom";"1333";"20"
"Bromfiets";"2007";"Berkelland";"998";"22"
"Bromfiets";"2008";"Berkelland";"1095";"24"
"Bromfiets";"2009";"Berkelland";"1185";"26"
"Bromfiets";"2010";"Berkelland";"1220";"27"
"Bromfiets";"2011";"Berkelland";"1249";"28"
"Bromfiets";"2012";"Berkelland";"1259";"28"
"Bromfiets";"2013";"Berkelland";"1234";"28"
"Bromfiets";"2014";"Berkelland";"1185";"27"
"Bromfiets";"2015";"Berkelland";"1154";"26"
"Bromfiets";"2016";"Berkelland";"1147";"26"
"Bromfiets";"2017";"Berkelland";"1136";"26"
"Bromfiets";"2007";"Bernheze";"874";"29"
"Bromfiets";"2008";"Bernheze";"880";"30"
"Bromfiets";"2009";"Bernheze";"932";"31"
"Bromfiets";"2010";"Bernheze";"997";"34"
"Bromfiets";"2011";"Bernheze";"1001";"34"
"Bromfiets";"2012";"Bernheze";"944";"32"
"Bromfiets";"2013";"Bernheze";"913";"31"
"Bromfiets";"2014";"Bernheze";"848";"29"
"Bromfiets";"2015";"Bernheze";"852";"29"
"Bromfiets";"2016";"Bernheze";"831";"28"
"Bromfiets";"2017";"Bernheze";"846";"28"
"Bromfiets";"2007";"Bernisse";"745";"59"
"Bromfiets";"2008";"Bernisse";"808";"64"
"Bromfiets";"2009";"Bernisse";"858";"68"
"Bromfiets";"2010";"Bernisse";"867";"70"
"Bromfiets";"2011";"Bernisse";"881";"71"
"Bromfiets";"2012";"Bernisse";"912";"73"
"Bromfiets";"2013";"Bernisse";"926";"75"
"Bromfiets";"2014";"Bernisse";"919";"74"
"Bromfiets";"2015";"Bernisse";"";""
"Bromfiets";"2016";"Bernisse";"";""
"Bromfiets";"2017";"Bernisse";"";""
"Bromfiets";"2007";"Best";"678";"23"
"Bromfiets";"2008";"Best";"708";"24"
"Bromfiets";"2009";"Best";"735";"25"
"Bromfiets";"2010";"Best";"760";"26"
"Bromfiets";"2011";"Best";"742";"26"
"Bromfiets";"2012";"Best";"706";"25"
"Bromfiets";"2013";"Best";"653";"23"
"Bromfiets";"2014";"Best";"617";"22"
"Bromfiets";"2015";"Best";"594";"21"
"Bromfiets";"2016";"Best";"580";"20"
"Bromfiets";"2017";"Best";"591";"20"
"Bromfiets";"2007";"Beuningen";"553";"22"
"Bromfiets";"2008";"Beuningen";"635";"25"
"Bromfiets";"2009";"Beuningen";"688";"27"
"Bromfiets";"2010";"Beuningen";"698";"27"
"Bromfiets";"2011";"Beuningen";"723";"28"
"Bromfiets";"2012";"Beuningen";"673";"26"
"Bromfiets";"2013";"Beuningen";"612";"24"
"Bromfiets";"2014";"Beuningen";"573";"23"
"Bromfiets";"2015";"Beuningen";"548";"22"
"Bromfiets";"2016";"Beuningen";"503";"20"
"Bromfiets";"2017";"Beuningen";"478";"19"
"Bromfiets";"2007";"Beverwijk";"1059";"29"
"Bromfiets";"2008";"Beverwijk";"1244";"33"
"Bromfiets";"2009";"Beverwijk";"1420";"37"
"Bromfiets";"2010";"Beverwijk";"1549";"40"
"Bromfiets";"2011";"Beverwijk";"1652";"42"
"Bromfiets";"2012";"Beverwijk";"1663";"42"
"Bromfiets";"2013";"Beverwijk";"1546";"39"
"Bromfiets";"2014";"Beverwijk";"1488";"37"
"Bromfiets";"2015";"Beverwijk";"1482";"37"
"Bromfiets";"2016";"Beverwijk";"1438";"36"
"Bromfiets";"2017";"Beverwijk";"1470";"36"
"Bromfiets";"2007";"het Bildt";"333";"30"
"Bromfiets";"2008";"het Bildt";"371";"34"
"Bromfiets";"2009";"het Bildt";"390";"36"
"Bromfiets";"2010";"het Bildt";"436";"40"
"Bromfiets";"2011";"het Bildt";"474";"43"
"Bromfiets";"2012";"het Bildt";"482";"45"
"Bromfiets";"2013";"het Bildt";"507";"48"
"Bromfiets";"2014";"het Bildt";"495";"47"
"Bromfiets";"2015";"het Bildt";"476";"45"
"Bromfiets";"2016";"het Bildt";"459";"44"
"Bromfiets";"2017";"het Bildt";"431";"41"
"Bromfiets";"2007";"De Bilt";"790";"19"
"Bromfiets";"2008";"De Bilt";"883";"21"
"Bromfiets";"2009";"De Bilt";"993";"24"
"Bromfiets";"2010";"De Bilt";"1094";"26"
"Bromfiets";"2011";"De Bilt";"1159";"28"
"Bromfiets";"2012";"De Bilt";"1164";"28"
"Bromfiets";"2013";"De Bilt";"1181";"28"
"Bromfiets";"2014";"De Bilt";"1152";"27"
"Bromfiets";"2015";"De Bilt";"1130";"27"
"Bromfiets";"2016";"De Bilt";"1165";"27"
"Bromfiets";"2017";"De Bilt";"1164";"27"
"Bromfiets";"2007";"Binnenmaas";"962";"34"
"Bromfiets";"2008";"Binnenmaas";"1102";"38"
"Bromfiets";"2009";"Binnenmaas";"1183";"41"
"Bromfiets";"2010";"Binnenmaas";"1220";"42"
"Bromfiets";"2011";"Binnenmaas";"1308";"45"
"Bromfiets";"2012";"Binnenmaas";"1256";"43"
"Bromfiets";"2013";"Binnenmaas";"1235";"43"
"Bromfiets";"2014";"Binnenmaas";"1228";"43"
"Bromfiets";"2015";"Binnenmaas";"1214";"42"
"Bromfiets";"2016";"Binnenmaas";"1248";"43"
"Bromfiets";"2017";"Binnenmaas";"1302";"45"
"Bromfiets";"2007";"Bladel";"650";"34"
"Bromfiets";"2008";"Bladel";"679";"36"
"Bromfiets";"2009";"Bladel";"706";"37"
"Bromfiets";"2010";"Bladel";"719";"37"
"Bromfiets";"2011";"Bladel";"763";"39"
"Bromfiets";"2012";"Bladel";"751";"38"
"Bromfiets";"2013";"Bladel";"738";"38"
"Bromfiets";"2014";"Bladel";"732";"37"
"Bromfiets";"2015";"Bladel";"719";"36"
"Bromfiets";"2016";"Bladel";"726";"36"
"Bromfiets";"2017";"Bladel";"686";"34"
"Bromfiets";"2007";"Blaricum";"195";"21"
"Bromfiets";"2008";"Blaricum";"211";"23"
"Bromfiets";"2009";"Blaricum";"233";"26"
"Bromfiets";"2010";"Blaricum";"258";"29"
"Bromfiets";"2011";"Blaricum";"280";"31"
"Bromfiets";"2012";"Blaricum";"288";"32"
"Bromfiets";"2013";"Blaricum";"293";"32"
"Bromfiets";"2014";"Blaricum";"287";"32"
"Bromfiets";"2015";"Blaricum";"291";"31"
"Bromfiets";"2016";"Blaricum";"307";"32"
"Bromfiets";"2017";"Blaricum";"326";"32"
"Bromfiets";"2007";"Bloemendaal";"264";"16"
"Bromfiets";"2008";"Bloemendaal";"333";"20"
"Bromfiets";"2009";"Bloemendaal";"541";"25"
"Bromfiets";"2010";"Bloemendaal";"580";"26"
"Bromfiets";"2011";"Bloemendaal";"569";"26"
"Bromfiets";"2012";"Bloemendaal";"534";"24"
"Bromfiets";"2013";"Bloemendaal";"524";"24"
"Bromfiets";"2014";"Bloemendaal";"508";"23"
"Bromfiets";"2015";"Bloemendaal";"492";"22"
"Bromfiets";"2016";"Bloemendaal";"456";"20"
"Bromfiets";"2017";"Bloemendaal";"431";"19"
"Bromfiets";"2007";"Boarnsterhim";"421";"22"
"Bromfiets";"2008";"Boarnsterhim";"475";"25"
"Bromfiets";"2009";"Boarnsterhim";"508";"26"
"Bromfiets";"2010";"Boarnsterhim";"552";"29"
"Bromfiets";"2011";"Boarnsterhim";"553";"29"
"Bromfiets";"2012";"Boarnsterhim";"546";"28"
"Bromfiets";"2013";"Boarnsterhim";"555";"28"
"Bromfiets";"2014";"Boarnsterhim";"";""
"Bromfiets";"2015";"Boarnsterhim";"";""
"Bromfiets";"2016";"Boarnsterhim";"";""
"Bromfiets";"2017";"Boarnsterhim";"";""
"Bromfiets";"2007";"Bodegraven";"490";"25"
"Bromfiets";"2008";"Bodegraven";"549";"28"
"Bromfiets";"2009";"Bodegraven";"593";"30"
"Bromfiets";"2010";"Bodegraven";"651";"33"
"Bromfiets";"2011";"Bodegraven";"";""
"Bromfiets";"2012";"Bodegraven";"";""
"Bromfiets";"2013";"Bodegraven";"";""
"Bromfiets";"2014";"Bodegraven";"";""
"Bromfiets";"2015";"Bodegraven";"";""
"Bromfiets";"2016";"Bodegraven";"";""
"Bromfiets";"2017";"Bodegraven";"";""
"Bromfiets";"2007";"Bodegraven-Reeuwijk";"";""
"Bromfiets";"2008";"Bodegraven-Reeuwijk";"";""
"Bromfiets";"2009";"Bodegraven-Reeuwijk";"";""
"Bromfiets";"2010";"Bodegraven-Reeuwijk";"";""
"Bromfiets";"2011";"Bodegraven-Reeuwijk";"1277";"39"
"Bromfiets";"2012";"Bodegraven-Reeuwijk";"1283";"39"
"Bromfiets";"2013";"Bodegraven-Reeuwijk";"1239";"38"
"Bromfiets";"2014";"Bodegraven-Reeuwijk";"1237";"38"
"Bromfiets";"2015";"Bodegraven-Reeuwijk";"1189";"36"
"Bromfiets";"2016";"Bodegraven-Reeuwijk";"1197";"36"
"Bromfiets";"2017";"Bodegraven-Reeuwijk";"1172";"35"
"Bromfiets";"2007";"Boekel";"456";"48"
"Bromfiets";"2008";"Boekel";"474";"49"
"Bromfiets";"2009";"Boekel";"512";"53"
"Bromfiets";"2010";"Boekel";"538";"55"
"Bromfiets";"2011";"Boekel";"548";"56"
"Bromfiets";"2012";"Boekel";"522";"52"
"Bromfiets";"2013";"Boekel";"519";"52"
"Bromfiets";"2014";"Boekel";"504";"50"
"Bromfiets";"2015";"Boekel";"518";"51"
"Bromfiets";"2016";"Boekel";"494";"48"
"Bromfiets";"2017";"Boekel";"500";"48"
"Bromfiets";"2007";"Ten Boer";"189";"26"
"Bromfiets";"2008";"Ten Boer";"189";"26"
"Bromfiets";"2009";"Ten Boer";"227";"30"
"Bromfiets";"2010";"Ten Boer";"251";"34"
"Bromfiets";"2011";"Ten Boer";"277";"37"
"Bromfiets";"2012";"Ten Boer";"256";"34"
"Bromfiets";"2013";"Ten Boer";"235";"31"
"Bromfiets";"2014";"Ten Boer";"231";"31"
"Bromfiets";"2015";"Ten Boer";"223";"30"
"Bromfiets";"2016";"Ten Boer";"219";"30"
"Bromfiets";"2017";"Ten Boer";"220";"30"
"Bromfiets";"2007";"Bolsward";"194";"20"
"Bromfiets";"2008";"Bolsward";"202";"21"
"Bromfiets";"2009";"Bolsward";"217";"22"
"Bromfiets";"2010";"Bolsward";"242";"24"
"Bromfiets";"2011";"Bolsward";"";""
"Bromfiets";"2012";"Bolsward";"";""
"Bromfiets";"2013";"Bolsward";"";""
"Bromfiets";"2014";"Bolsward";"";""
"Bromfiets";"2015";"Bolsward";"";""
"Bromfiets";"2016";"Bolsward";"";""
"Bromfiets";"2017";"Bolsward";"";""
"Bromfiets";"2007";"Borger-Odoorn";"883";"34"
"Bromfiets";"2008";"Borger-Odoorn";"957";"37"
"Bromfiets";"2009";"Borger-Odoorn";"1056";"40"
"Bromfiets";"2010";"Borger-Odoorn";"1080";"41"
"Bromfiets";"2011";"Borger-Odoorn";"1107";"43"
"Bromfiets";"2012";"Borger-Odoorn";"1127";"44"
"Bromfiets";"2013";"Borger-Odoorn";"1092";"43"
"Bromfiets";"2014";"Borger-Odoorn";"1055";"41"
"Bromfiets";"2015";"Borger-Odoorn";"987";"39"
"Bromfiets";"2016";"Borger-Odoorn";"1010";"40"
"Bromfiets";"2017";"Borger-Odoorn";"1005";"40"
"Bromfiets";"2007";"Borne";"400";"19"
"Bromfiets";"2008";"Borne";"400";"19"
"Bromfiets";"2009";"Borne";"422";"20"
"Bromfiets";"2010";"Borne";"461";"22"
"Bromfiets";"2011";"Borne";"477";"22"
"Bromfiets";"2012";"Borne";"482";"22"
"Bromfiets";"2013";"Borne";"482";"22"
"Bromfiets";"2014";"Borne";"484";"22"
"Bromfiets";"2015";"Borne";"498";"23"
"Bromfiets";"2016";"Borne";"498";"22"
"Bromfiets";"2017";"Borne";"507";"22"
"Bromfiets";"2007";"Borsele";"853";"38"
"Bromfiets";"2008";"Borsele";"934";"41"
"Bromfiets";"2009";"Borsele";"982";"44"
"Bromfiets";"2010";"Borsele";"1053";"47"
"Bromfiets";"2011";"Borsele";"1099";"48"
"Bromfiets";"2012";"Borsele";"1131";"50"
"Bromfiets";"2013";"Borsele";"1142";"50"
"Bromfiets";"2014";"Borsele";"1096";"49"
"Bromfiets";"2015";"Borsele";"1067";"47"
"Bromfiets";"2016";"Borsele";"1086";"48"
"Bromfiets";"2017";"Borsele";"1087";"48"
"Bromfiets";"2007";"Boskoop";"545";"36"
"Bromfiets";"2008";"Boskoop";"629";"41"
"Bromfiets";"2009";"Boskoop";"679";"45"
"Bromfiets";"2010";"Boskoop";"730";"48"
"Bromfiets";"2011";"Boskoop";"771";"51"
"Bromfiets";"2012";"Boskoop";"753";"50"
"Bromfiets";"2013";"Boskoop";"757";"50"
"Bromfiets";"2014";"Boskoop";"";""
"Bromfiets";"2015";"Boskoop";"";""
"Bromfiets";"2016";"Boskoop";"";""
"Bromfiets";"2017";"Boskoop";"";""
"Bromfiets";"2007";"Boxmeer";"718";"25"
"Bromfiets";"2008";"Boxmeer";"739";"26"
"Bromfiets";"2009";"Boxmeer";"789";"28"
"Bromfiets";"2010";"Boxmeer";"840";"29"
"Bromfiets";"2011";"Boxmeer";"840";"29"
"Bromfiets";"2012";"Boxmeer";"836";"29"
"Bromfiets";"2013";"Boxmeer";"786";"28"
"Bromfiets";"2014";"Boxmeer";"764";"27"
"Bromfiets";"2015";"Boxmeer";"750";"26"
"Bromfiets";"2016";"Boxmeer";"752";"26"
"Bromfiets";"2017";"Boxmeer";"779";"27"
"Bromfiets";"2007";"Boxtel";"884";"29"
"Bromfiets";"2008";"Boxtel";"831";"27"
"Bromfiets";"2009";"Boxtel";"885";"29"
"Bromfiets";"2010";"Boxtel";"882";"29"
"Bromfiets";"2011";"Boxtel";"974";"32"
"Bromfiets";"2012";"Boxtel";"951";"31"
"Bromfiets";"2013";"Boxtel";"933";"31"
"Bromfiets";"2014";"Boxtel";"917";"30"
"Bromfiets";"2015";"Boxtel";"875";"29"
"Bromfiets";"2016";"Boxtel";"866";"28"
"Bromfiets";"2017";"Boxtel";"879";"29"
"Bromfiets";"2007";"Breda";"2949";"17"
"Bromfiets";"2008";"Breda";"3238";"19"
"Bromfiets";"2009";"Breda";"3634";"21"
"Bromfiets";"2010";"Breda";"3959";"23"
"Bromfiets";"2011";"Breda";"4103";"23"
"Bromfiets";"2012";"Breda";"4147";"23"
"Bromfiets";"2013";"Breda";"4009";"23"
"Bromfiets";"2014";"Breda";"3879";"22"
"Bromfiets";"2015";"Breda";"3910";"22"
"Bromfiets";"2016";"Breda";"4720";"26"
"Bromfiets";"2017";"Breda";"4884";"27"
"Bromfiets";"2007";"Breukelen";"287";"20"
"Bromfiets";"2008";"Breukelen";"344";"23"
"Bromfiets";"2009";"Breukelen";"399";"27"
"Bromfiets";"2010";"Breukelen";"475";"33"
"Bromfiets";"2011";"Breukelen";"";""
"Bromfiets";"2012";"Breukelen";"";""
"Bromfiets";"2013";"Breukelen";"";""
"Bromfiets";"2014";"Breukelen";"";""
"Bromfiets";"2015";"Breukelen";"";""
"Bromfiets";"2016";"Breukelen";"";""
"Bromfiets";"2017";"Breukelen";"";""
"Bromfiets";"2007";"Brielle";"508";"32"
"Bromfiets";"2008";"Brielle";"606";"38"
"Bromfiets";"2009";"Brielle";"653";"42"
"Bromfiets";"2010";"Brielle";"719";"46"
"Bromfiets";"2011";"Brielle";"757";"47"
"Bromfiets";"2012";"Brielle";"775";"48"
"Bromfiets";"2013";"Brielle";"787";"48"
"Bromfiets";"2014";"Brielle";"791";"48"
"Bromfiets";"2015";"Brielle";"800";"49"
"Bromfiets";"2016";"Brielle";"775";"47"
"Bromfiets";"2017";"Brielle";"738";"44"
"Bromfiets";"2007";"Bronckhorst";"1233";"33"
"Bromfiets";"2008";"Bronckhorst";"1280";"34"
"Bromfiets";"2009";"Bronckhorst";"1400";"37"
"Bromfiets";"2010";"Bronckhorst";"1524";"40"
"Bromfiets";"2011";"Bronckhorst";"1516";"40"
"Bromfiets";"2012";"Bronckhorst";"1439";"38"
"Bromfiets";"2013";"Bronckhorst";"1340";"36"
"Bromfiets";"2014";"Bronckhorst";"1259";"34"
"Bromfiets";"2015";"Bronckhorst";"1205";"33"
"Bromfiets";"2016";"Bronckhorst";"1260";"35"
"Bromfiets";"2017";"Bronckhorst";"1274";"35"
"Bromfiets";"2007";"Brummen";"656";"31"
"Bromfiets";"2008";"Brummen";"654";"31"
"Bromfiets";"2009";"Brummen";"676";"32"
"Bromfiets";"2010";"Brummen";"666";"32"
"Bromfiets";"2011";"Brummen";"650";"31"
"Bromfiets";"2012";"Brummen";"647";"30"
"Bromfiets";"2013";"Brummen";"605";"28"
"Bromfiets";"2014";"Brummen";"609";"29"
"Bromfiets";"2015";"Brummen";"592";"28"
